iter	Passed	Remaining
894	16948	1988
895	16965	1969
896	16983	1950
897	17001	1931
898	17019	1912
899	17037	1893
900	17055	1874
901	17076	1855
902	17094	1836
903	17115	1817
904	17134	1798
905	17153	1779
906	17172	1760
907	17191	1741
908	17211	1723
909	17230	1704
910	17250	1685
911	17269	1666
912	17288	1647
913	17309	1628
914	17327	1609
915	17347	1590
916	17365	1571
917	17385	1552
918	17404	1533
919	17423	1515
920	17442	1496
921	17461	1477
922	17480	1458
923	17499	1439
924	17519	1420
925	17539	1401
926	17558	1382
927	17578	1363
928	17597	1344
929	17616	1325
930	17635	1307
931	17654	1288
932	17673	1269
933	17692	1250
934	17711	1231
935	17730	1212
936	17751	1193
937	17770	1174
938	17789	1155
939	17808	1136
940	17827	1117
941	17846	1098
942	17865	1079
943	17884	1060
944	17903	1042
945	17922	1023
946	17942	1004
947	17961	985
948	17979	966
949	17998	947
950	18016	928
951	18034	909
952	18051	890
953	18070	871
954	18088	852
955	18106	833
956	18124	814
957	18143	795
958	18162	776
959	18182	757
960	18201	738
961	18221	719
962	18241	700
963	18260	681
964	18279	662
965	18298	644
966	18317	625
967	18336	606
968	18357	587
969	18377	568
970	18396	549
971	18413	530
972	18432	511
973	18450	492
974	18468	473
975	18486	454
976	18504	435
977	18522	416
978	18541	397
979	18560	378
980	18581	359
981	18600	340
982	18621	322
983	18640	303
984	18659	284
985	18678	265
986	18697	246
987	18717	227
988	18737	208
989	18755	189
990	18776	170
991	18796	151
992	18815	132
993	18834	113
994	18852	94
995	18870	75
996	18889	56
997	18907	37
998	18925	18
999	18944	0
